Int_no,Intersection,idDemande,Date,Heure,ND,NTD,NG,ED,ETD,EG,SD,STD,SG,OD,OTD,OG,Piet_N,Piet_E,Piet_S,Piet_O,Cy_N,Cy_E,Cy_S,Cy_O,Lat,Lon,Temps
vancouver/115600,NICOLA AND GEORGIA,115600,Thursday February 22 2001,07:25-08:25,0,1,1,3,666,10,23,6,,11,1520,,6,47,70,3,1,3,3,2,49.2897959905806,-123.129414636208,clear 
vancouver/115600,NICOLA AND GEORGIA,115600,Thursday February 22 2001,15:30-17:30,2,11,3,10,3068,19,49,17,19,24,1685,1,18,115,201,,3,7,8,7,49.2897959905806,-123.129414636208,clear 
vancouver/115600,NICOLA AND GEORGIA,115600,Thursday February 22 2001,16:25-17:25,2,8,3,3,1630,10,31,9,7,7,840,0,9,62,119,,3,5,4,4,49.2897959905806,-123.129414636208,clear 
vancouver/115600,NICOLA AND GEORGIA,115600,Wednesday December 01 2004,07:00-09:00,0,7,0,8,1208,10,46,14,10,46,3057,,19,100,82,28,,10,12,10,49.2897959905806,-123.129414636208,RAIN 
vancouver/115600,NICOLA AND GEORGIA,115600,Wednesday December 01 2004,07:25-08:25,0,5,0,3,630,4,18,4,5,27,1695,,9,41,37,13,,4,5,4,49.2897959905806,-123.129414636208,RAIN 
vancouver/115600,NICOLA AND GEORGIA,115600,Wednesday December 01 2004,15:30-17:30,4,19,5,12,3028,4,36,31,20,21,1781,2,17,101,137,40,1,10,5,10,49.2897959905806,-123.129414636208,RAIN 
vancouver/115600,NICOLA AND GEORGIA,115600,Wednesday December 01 2004,16:25-17:25,3,7,4,8,1690,2,21,19,13,12,940,0,1,67,97,26,1,3,3,6,49.2897959905806,-123.129414636208,RAIN 
vancouver/115601,NICOLA AND ALBERNI,115601,Wednesday December 21 2005,07:00-09:00,16,12,4,44,325,23,51,26,17,7,308,6,46,52,49,15,2,,6,10,49.2893796080277,-123.130043815419,RAIN 
vancouver/115601,NICOLA AND ALBERNI,115601,Wednesday December 21 2005,07:55-08:55,2,4,3,26,195,14,35,19,6,5,186,4,31,36,32,14,2,,6,5,49.2893796080277,-123.130043815419,RAIN 
vancouver/115601,NICOLA AND ALBERNI,115601,Wednesday December 21 2005,15:30-17:30,15,22,16,55,667,53,57,55,39,21,308,15,81,65,91,37,4,6,3,8,49.2893796080277,-123.130043815419,RAIN 
vancouver/115601,NICOLA AND ALBERNI,115601,Wednesday December 21 2005,16:25-17:25,9,15,9,29,350,26,30,23,22,7,161,6,56,39,46,18,1,6,0,3,49.2893796080277,-123.130043815419,RAIN 
vancouver/116600,BROUGHTON ST AND W GEORGIA ST,116600,Tuesday October 10 2006,07:00-09:00,6,40,18,21,1155,15,19,5,6,20,3163,,80,58,166,66,1,7,,22,49.2890340269092,-123.128237147069,CLEAR 
vancouver/116600,BROUGHTON ST AND W GEORGIA ST,116600,Tuesday October 10 2006,07:30-08:30,3,22,10,15,588,8,9,3,4,10,1714,,40,30,91,42,0,3,,11,49.2890340269092,-123.128237147069,CLEAR 
vancouver/116600,BROUGHTON ST AND W GEORGIA ST,116600,Tuesday October 10 2006,15:30-17:30,50,66,16,35,2384,10,44,41,6,20,2076,12,208,65,247,168,2,22,2,4,49.2890340269092,-123.128237147069,CLEAR 
vancouver/116600,BROUGHTON ST AND W GEORGIA ST,116600,Tuesday October 10 2006,16:00-17:00,23,32,8,11,1272,6,21,22,1,7,1098,9,120,28,132,84,1,15,1,2,49.2890340269092,-123.128237147069,CLEAR 
vancouver/116601,BROUGHTON AND ALBERNI,116601,Thursday April 17 2003,15:30-17:30,,,,38,153,70,,,,25,172,17,,2,,3,,3,,4,49.2886175797536,-123.128866203064,CLOUDY 
vancouver/116601,BROUGHTON AND ALBERNI,116601,Thursday April 17 2003,16:25-17:25,,,,21,79,42,,,,13,93,10,,0,,3,,1,,2,49.2886175797536,-123.128866203064,CLOUDY 
vancouver/117590,JERVIS ST AND W HASTINGS ST,117590,Tuesday November 06 2007,07:00-09:00,210,23,21,28,175,19,121,122,19,9,503,225,117,43,99,103,1,,,33,49.2894316374984,-123.124910037044,RAIN 
vancouver/117590,JERVIS ST AND W HASTINGS ST,117590,Tuesday November 06 2007,07:35-08:35,145,12,9,10,107,10,63,77,8,2,290,136,77,22,52,62,1,,,18,49.2894316374984,-123.124910037044,RAIN 
vancouver/117590,JERVIS ST AND W HASTINGS ST,117590,Tuesday November 06 2007,15:30-17:30,165,80,68,6,295,58,72,44,27,11,246,78,102,50,42,71,5,5,4,6,49.2894316374984,-123.124910037044,RAIN 
vancouver/117590,JERVIS ST AND W HASTINGS ST,117590,Tuesday November 06 2007,15:50-16:50,101,47,41,5,166,31,30,20,18,7,133,35,49,26,24,35,4,3,1,4,49.2894316374984,-123.124910037044,RAIN 
vancouver/117592,JERVIS AND PENDER,117592,Friday October 06 1995,07:00-09:00,25,,9,27,454,,25,12,248,24,2273,70,215,94,94,2,4,13,4,36,49.2890270623598,-123.125521661875,n/a 
vancouver/117592,JERVIS AND PENDER,117592,Friday October 06 1995,07:30-08:30,14,,2,16,244,,9,4,133,12,1240,47,115,45,54,0,3,6,1,22,49.2890270623598,-123.125521661875,n/a 
vancouver/117592,JERVIS AND PENDER,117592,Friday October 06 1995,15:30-17:30,122,,26,27,1339,,95,6,521,14,785,21,115,93,92,,5,22,4,21,49.2890270623598,-123.125521661875,n/a 
vancouver/117592,JERVIS AND PENDER,117592,Friday October 06 1995,16:15-17:15,80,,17,14,698,,64,2,270,11,446,10,72,58,67,,3,11,1,13,49.2890270623598,-123.125521661875,n/a 
vancouver/117592,JERVIS AND PENDER,117592,Monday August 20 2001,07:00-09:00,31,,70,29,313,,58,48,282,16,1532,39,323,150,128,58,11,15,4,36,49.2890270623598,-123.125521661875,clear 
vancouver/117592,JERVIS AND PENDER,117592,Monday August 20 2001,07:50-08:50,16,,44,17,170,,31,28,141,6,808,25,210,91,82,34,7,9,2,23,49.2890270623598,-123.125521661875,clear 
vancouver/117592,JERVIS AND PENDER,117592,Monday August 20 2001,15:30-17:30,44,,58,40,848,,69,54,556,22,600,12,243,213,196,99,,45,7,25,49.2890270623598,-123.125521661875,clear 
vancouver/117592,JERVIS AND PENDER,117592,Monday August 20 2001,16:20-17:20,25,,24,24,440,,32,30,295,11,295,6,136,125,120,52,,29,3,7,49.2890270623598,-123.125521661875,clear 
vancouver/117592,JERVIS AND PENDER,117592,Thursday October 18 2007,07:00-09:00,3,,,1,10,,2,9,8,,26,,,,,,,,,,49.2890270623598,-123.125521661875,RAIN 
vancouver/117592,JERVIS AND PENDER,117592,Thursday October 18 2007,07:20-08:20,2,,,1,4,,2,3,4,,20,,,,,,,,,,49.2890270623598,-123.125521661875,RAIN 
vancouver/117592,JERVIS AND PENDER,117592,Thursday October 18 2007,15:30-17:30,,5,,,10,,,5,8,,8,,,,,,,,,,49.2890270623598,-123.125521661875,RAIN 
vancouver/117592,JERVIS AND PENDER,117592,Thursday October 18 2007,16:15-17:15,,3,,,8,,,3,3,,5,,,,,,,,,,49.2890270623598,-123.125521661875,RAIN 
vancouver/117592,JERVIS AND PENDER,117592,Tuesday June 24 1997,07:00-09:00,23,,46,26,533,,50,17,332,26,2271,82,317,179,140,2,3,18,3,41,49.2890270623598,-123.125521661875,CLOUDY 
vancouver/117592,JERVIS AND PENDER,117592,Tuesday June 24 1997,07:50-08:50,14,,22,17,307,,20,11,162,15,1197,47,188,96,68,0,2,10,1,17,49.2890270623598,-123.125521661875,CLOUDY 
vancouver/117592,JERVIS AND PENDER,117592,Tuesday June 24 1997,15:30-17:30,95,,30,41,1319,,85,16,674,31,852,29,376,182,176,3,13,38,7,27,49.2890270623598,-123.125521661875,CLOUDY 
vancouver/117592,JERVIS AND PENDER,117592,Tuesday June 24 1997,16:25-17:25,53,,15,25,758,,49,8,334,18,456,13,183,98,106,1,3,19,5,9,49.2890270623598,-123.125521661875,CLOUDY 
vancouver/117597,JERVIS AND MELVILLE,117597,Wednesday July 21 2004,07:00-09:00,41,,56,44,329,,48,50,346,,1894,65,273,114,158,125,6,17,12,48,49.2888808207459,-123.125742731828,CLEAR 
vancouver/117597,JERVIS AND MELVILLE,117597,Wednesday July 21 2004,07:40-08:40,23,,31,23,167,,29,24,185,,1041,34,175,64,93,82,4,9,5,27,49.2888808207459,-123.125742731828,CLEAR 
vancouver/117597,JERVIS AND MELVILLE,117597,Wednesday July 21 2004,15:30-17:30,95,,98,29,1034,,76,106,607,,571,41,267,99,179,219,8,56,17,28,49.2888808207459,-123.125742731828,CLEAR 
vancouver/117597,JERVIS AND MELVILLE,117597,Wednesday July 21 2004,16:25-17:25,57,,56,16,615,,43,50,330,,305,23,133,49,109,151,5,31,5,17,49.2888808207459,-123.125742731828,CLEAR 
vancouver/117601,JERVIS ST AND ALBERNI ST,117601,Tuesday July 18 2006,07:00-09:00,13,24,22,26,428,31,82,81,17,19,500,12,123,84,111,77,,7,1,26,49.287725988766,-123.127488460389,CLEAR 
vancouver/117601,JERVIS ST AND ALBERNI ST,117601,Tuesday July 18 2006,07:45-08:45,6,14,13,13,242,15,53,45,11,10,294,9,73,55,74,40,,1,1,16,49.287725988766,-123.127488460389,CLEAR 
vancouver/117601,JERVIS ST AND ALBERNI ST,117601,Tuesday July 18 2006,11:00-13:00,20,22,26,19,446,27,50,79,25,21,382,12,103,94,132,125,1,4,4,16,49.287725988766,-123.127488460389,CLEAR 
vancouver/117601,JERVIS ST AND ALBERNI ST,117601,Tuesday July 18 2006,11:15-12:15,12,10,10,13,227,15,26,34,16,9,215,6,54,69,64,65,0,2,3,10,49.287725988766,-123.127488460389,CLEAR 
vancouver/117603,JERVIS AND HARO,117603,Wednesday December 20 2000,07:00-09:00,5,12,6,15,33,36,75,176,11,13,46,4,154,252,108,139,,1,6,5,49.2863190835969,-123.129615063353,clear 
vancouver/117603,JERVIS AND HARO,117603,Wednesday December 20 2000,07:50-08:50,0,7,2,9,16,28,39,115,7,9,28,2,96,148,68,81,,0,1,2,49.2863190835969,-123.129615063353,clear 
vancouver/117603,JERVIS AND HARO,117603,Wednesday December 20 2000,15:30-17:30,10,40,9,45,89,63,124,307,35,30,69,7,157,343,180,201,6,7,2,,49.2863190835969,-123.129615063353,clear 
vancouver/117603,JERVIS AND HARO,117603,Wednesday December 20 2000,16:20-17:20,3,20,5,20,51,34,75,159,21,10,32,5,89,194,99,106,2,4,0,,49.2863190835969,-123.129615063353,clear 
vancouver/117606,JERVIS AND NELSON,117606,Thursday July 23 1998,07:00-09:00,11,28,44,14,126,6,115,133,9,15,601,10,68,130,85,130,6,4,23,16,49.2849110058161,-123.131742715775,CLEAR 
vancouver/117606,JERVIS AND NELSON,117606,Thursday July 23 1998,07:55-08:55,5,17,22,7,64,3,64,81,7,9,314,2,36,73,38,81,2,0,12,5,49.2849110058161,-123.131742715775,CLEAR 
vancouver/117606,JERVIS AND NELSON,117606,Thursday July 23 1998,15:30-17:30,23,74,52,17,258,45,98,249,37,45,618,19,90,167,169,219,14,12,15,13,49.2849110058161,-123.131742715775,CLEAR 
vancouver/117606,JERVIS AND NELSON,117606,Thursday July 23 1998,16:20-17:20,14,44,27,6,137,21,48,140,22,27,323,10,55,84,86,138,7,8,11,6,49.2849110058161,-123.131742715775,CLEAR 
vancouver/117606,JERVIS AND NELSON,117606,Wednesday December 20 2000,07:00-09:00,10,28,41,11,106,12,127,169,12,32,609,12,78,101,77,91,3,1,4,6,49.2849110058161,-123.131742715775,clear 
vancouver/117606,JERVIS AND NELSON,117606,Wednesday December 20 2000,07:55-08:55,6,18,25,6,51,8,71,101,7,26,334,7,55,67,57,58,2,0,3,4,49.2849110058161,-123.131742715775,clear 
vancouver/117606,JERVIS AND NELSON,117606,Wednesday December 20 2000,15:30-17:30,29,91,66,23,209,26,91,265,24,57,517,11,82,142,107,89,7,3,5,2,49.2849110058161,-123.131742715775,clear 
vancouver/117606,JERVIS AND NELSON,117606,Wednesday December 20 2000,16:25-17:25,14,54,37,8,112,10,42,135,13,33,286,8,41,71,62,43,3,3,2,1,49.2849110058161,-123.131742715775,clear 
vancouver/117616,JERVIS AND PACIFIC,117616,Friday June 21 1996,07:00-09:00,17,42,128,16,413,5,7,18,549,185,1392,2,22,24,41,27,5,18,34,68,49.2806896774503,-123.138120118754,CLEAR 
vancouver/117616,JERVIS AND PACIFIC,117616,Friday June 21 1996,07:40-08:40,9,28,75,7,216,4,4,13,313,104,763,1,14,9,22,13,3,12,22,39,49.2806896774503,-123.138120118754,CLEAR 
vancouver/117616,JERVIS AND PACIFIC,117616,Friday June 21 1996,15:30-17:30,13,23,71,84,1029,18,23,123,898,237,1287,11,59,72,44,132,9,62,45,141,49.2806896774503,-123.138120118754,CLEAR 
vancouver/117616,JERVIS AND PACIFIC,117616,Friday June 21 1996,16:25-17:25,6,15,35,50,520,11,12,71,436,120,661,5,25,32,14,70,4,36,31,83,49.2806896774503,-123.138120118754,CLEAR 
vancouver/117616,JERVIS AND PACIFIC,117616,Tuesday August 07 2001,07:00-09:00,17,41,111,24,405,8,9,25,394,1,1161,5,24,24,6,48,7,27,5,53,49.2806896774503,-123.138120118754,clear 
vancouver/117616,JERVIS AND PACIFIC,117616,Tuesday August 07 2001,07:40-08:40,7,17,83,11,238,6,7,16,246,1,607,3,14,13,3,30,7,13,1,28,49.2806896774503,-123.138120118754,clear 
vancouver/117616,JERVIS AND PACIFIC,117616,Tuesday August 07 2001,15:30-17:30,11,14,55,75,904,12,25,94,866,5,1140,14,64,86,28,131,11,60,21,68,49.2806896774503,-123.138120118754,clear 
vancouver/117616,JERVIS AND PACIFIC,117616,Tuesday August 07 2001,16:10-17:10,6,7,28,35,466,8,14,42,456,2,565,7,27,40,20,55,5,35,9,31,49.2806896774503,-123.138120118754,clear 
vancouver/117616,JERVIS AND PACIFIC,117616,Tuesday June 24 2003,07:00-09:00,18,41,121,23,550,8,13,23,547,1,1612,4,30,35,11,41,12,31,18,74,49.2806896774503,-123.138120118754,CLEAR 
vancouver/117616,JERVIS AND PACIFIC,117616,Tuesday June 24 2003,07:55-08:55,11,24,72,19,329,4,8,15,329,1,920,3,20,19,8,20,8,18,10,40,49.2806896774503,-123.138120118754,CLEAR 
vancouver/117616,JERVIS AND PACIFIC,117616,Tuesday June 24 2003,15:30-17:30,11,23,63,76,946,15,27,84,910,3,1333,13,71,106,37,116,13,42,23,53,49.2806896774503,-123.138120118754,CLEAR 
vancouver/117616,JERVIS AND PACIFIC,117616,Tuesday June 24 2003,16:25-17:25,4,13,37,40,498,7,10,49,457,2,662,9,33,37,15,72,4,19,11,31,49.2806896774503,-123.138120118754,CLEAR 
vancouver/118589,BUTE ST AND W CORDOVA ST,118589,Tuesday October 30 2007,07:30-09:30,,,,,142,102,200,,34,71,405,,111,18,169,60,3,14,11,39,49.2892349512173,-123.12208543792,CLEAR 
vancouver/118589,BUTE ST AND W CORDOVA ST,118589,Tuesday October 30 2007,08:05-09:05,,,,,88,60,127,,25,48,232,,59,10,87,26,1,6,6,26,49.2892349512173,-123.12208543792,CLEAR 
vancouver/118589,BUTE ST AND W CORDOVA ST,118589,Tuesday October 30 2007,11:00-13:00,,,,,149,90,225,,79,53,145,,194,119,161,121,,4,5,7,49.2892349512173,-123.12208543792,CLEAR 
vancouver/118589,BUTE ST AND W CORDOVA ST,118589,Tuesday October 30 2007,11:25-12:25,,,,,85,50,126,,38,33,68,,104,72,89,56,,2,3,2,49.2892349512173,-123.12208543792,CLEAR 
vancouver/118589,BUTE ST AND W CORDOVA ST,118589,Tuesday October 30 2007,16:00-18:00,,,,,292,171,270,,37,55,245,,226,68,192,157,7,16,11,10,49.2892349512173,-123.12208543792,CLEAR 
vancouver/118589,BUTE ST AND W CORDOVA ST,118589,Tuesday October 30 2007,16:55-17:55,,,,,182,102,142,,16,38,115,,124,45,108,83,5,10,4,7,49.2892349512173,-123.12208543792,CLEAR 
vancouver/118590,BUTE AND HASTINGS,118590,Wednesday July 19 2006,07:00-09:00,14,64,7,38,159,126,221,135,12,32,432,32,114,155,157,113,1,2,7,30,49.2888021765257,-123.122752142713,CLEAR 
vancouver/118590,BUTE AND HASTINGS,118590,Wednesday July 19 2006,07:50-08:50,1,46,4,22,70,79,127,83,4,13,257,15,44,88,87,57,1,1,6,15,49.2888021765257,-123.122752142713,CLEAR 
vancouver/118590,BUTE AND HASTINGS,118590,Wednesday July 19 2006,15:30-17:30,44,65,9,37,533,121,280,129,80,45,302,30,152,347,211,91,3,26,6,18,49.2888021765257,-123.122752142713,CLEAR 
vancouver/118590,BUTE AND HASTINGS,118590,Wednesday July 19 2006,15:55-16:55,23,39,6,19,270,67,156,81,40,26,150,20,87,182,110,52,2,14,2,14,49.2888021765257,-123.122752142713,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Friday July 11 2003,07:00-09:00,36,143,47,96,302,69,298,266,20,91,1388,134,298,196,135,160,13,26,18,37,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Friday July 11 2003,07:55-08:55,20,74,22,55,176,39,197,179,11,49,695,66,202,115,86,99,6,15,14,22,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Friday July 11 2003,15:30-17:30,89,200,113,131,811,110,493,289,31,117,687,45,261,286,215,269,14,57,30,24,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Friday July 11 2003,16:25-17:25,41,106,68,69,480,55,256,150,14,59,348,23,159,146,122,145,11,32,5,8,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Friday June 27 1997,07:00-09:00,164,151,55,119,357,93,277,228,18,84,1663,472,241,166,200,132,1,15,17,20,49.2883915599916,-123.123372729994,RAIN 
vancouver/118592,BUTE AND PENDER,118592,Friday June 27 1997,07:50-08:50,93,92,36,72,209,68,176,124,9,45,874,237,155,121,109,77,1,8,8,13,49.2883915599916,-123.123372729994,RAIN 
vancouver/118592,BUTE AND PENDER,118592,Friday June 27 1997,15:30-17:30,386,190,92,94,872,119,538,319,51,58,853,129,275,232,264,207,14,41,32,23,49.2883915599916,-123.123372729994,RAIN 
vancouver/118592,BUTE AND PENDER,118592,Friday June 27 1997,16:25-17:25,219,98,48,44,483,60,279,163,30,31,419,66,147,121,148,120,9,16,14,6,49.2883915599916,-123.123372729994,RAIN 
vancouver/118592,BUTE AND PENDER,118592,Tuesday June 20 2000,07:00-09:00,181,319,181,121,287,97,253,263,21,102,1604,411,298,279,194,196,5,13,20,24,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Tuesday June 20 2000,07:55-08:55,90,175,88,59,162,68,161,163,13,55,803,214,204,185,105,114,4,10,14,18,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Tuesday June 20 2000,15:30-17:30,500,219,89,79,851,100,472,269,44,54,857,103,346,383,364,223,28,36,16,43,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Tuesday June 20 2000,16:25-17:25,259,138,48,38,491,61,269,150,25,24,448,55,176,211,188,125,16,14,6,20,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Wednesday July 26 1995,07:00-09:00,146,170,79,99,340,90,294,258,13,104,1764,456,187,136,136,134,1,4,19,18,49.2883915599916,-123.123372729994,RAIN 
vancouver/118592,BUTE AND PENDER,118592,Wednesday July 26 1995,07:55-08:55,90,93,45,69,209,58,194,163,10,57,892,244,97,93,74,87,1,2,12,7,49.2883915599916,-123.123372729994,RAIN 
vancouver/118592,BUTE AND PENDER,118592,Wednesday July 26 1995,15:30-17:30,422,277,174,71,763,119,522,315,49,84,766,95,243,169,222,220,10,23,29,40,49.2883915599916,-123.123372729994,RAIN 
vancouver/118592,BUTE AND PENDER,118592,Wednesday July 26 1995,16:20-17:20,226,165,113,32,444,72,287,178,29,46,397,52,117,78,127,127,1,9,16,19,49.2883915599916,-123.123372729994,RAIN 
vancouver/118592,BUTE AND PENDER,118592,Wednesday June 29 2005,07:00-09:00,42,165,43,86,260,55,290,281,14,88,1779,147,314,273,183,141,8,33,15,38,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Wednesday June 29 2005,07:45-08:45,20,96,20,54,145,29,177,167,2,58,983,76,198,156,101,82,5,23,9,20,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Wednesday June 29 2005,15:30-17:30,130,234,74,107,803,83,493,352,46,58,621,49,277,417,231,212,10,64,20,33,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118592,BUTE AND PENDER,118592,Wednesday June 29 2005,16:20-17:20,82,136,43,47,505,59,244,199,26,25,315,26,145,146,125,114,4,33,6,16,49.2883915599916,-123.123372729994,CLEAR 
vancouver/118597,BUTE AND MELVILLE,118597,Friday July 28 1995,07:00-09:00,60,239,,187,414,261,0,437,52,,,,92,236,96,87,3,6,43,1,49.2878637951194,-123.124170335692,CLEAR 
vancouver/118597,BUTE AND MELVILLE,118597,Friday July 28 1995,07:55-08:55,31,134,,121,229,145,0,281,32,,,,42,138,41,56,2,4,30,1,49.2878637951194,-123.124170335692,CLEAR 
vancouver/118597,BUTE AND MELVILLE,118597,Friday July 28 1995,15:30-17:30,62,396,,209,870,419,0,649,51,,,,91,245,106,174,18,21,28,4,49.2878637951194,-123.124170335692,CLEAR 
vancouver/118597,BUTE AND MELVILLE,118597,Friday July 28 1995,16:25-17:25,36,208,,122,462,226,0,348,31,,,,46,126,59,107,11,10,11,3,49.2878637951194,-123.124170335692,CLEAR 
vancouver/118597,BUTE AND MELVILLE,118597,Monday June 19 2000,07:00-09:00,62,214,,146,468,198,,404,50,,0,,179,403,190,134,5,4,31,,49.2878637951194,-123.124170335692,CLOUDY 
vancouver/118597,BUTE AND MELVILLE,118597,Monday June 19 2000,07:55-08:55,33,124,,87,245,122,,254,34,,0,,118,286,116,91,3,3,18,,49.2878637951194,-123.124170335692,CLOUDY 
vancouver/118597,BUTE AND MELVILLE,118597,Monday June 19 2000,15:30-17:30,59,282,,214,971,339,,405,53,,0,,193,461,250,255,15,16,20,,49.2878637951194,-123.124170335692,CLOUDY 
vancouver/118597,BUTE AND MELVILLE,118597,Monday June 19 2000,16:25-17:25,31,157,,114,547,198,,217,29,,0,,110,230,133,158,12,7,8,,49.2878637951194,-123.124170335692,CLOUDY 
vancouver/118597,BUTE AND MELVILLE,118597,Tuesday July 08 2003,07:00-09:00,50,234,,151,388,206,,504,34,,0,,142,284,195,152,1,6,17,2,49.2878637951194,-123.124170335692,RAIN 
vancouver/118597,BUTE AND MELVILLE,118597,Tuesday July 08 2003,07:55-08:55,26,139,,101,222,124,,319,21,,0,,88,182,113,92,0,1,9,2,49.2878637951194,-123.124170335692,RAIN 
vancouver/118597,BUTE AND MELVILLE,118597,Tuesday July 08 2003,15:30-17:30,46,357,,242,975,497,,476,60,,0,,136,407,203,234,14,16,20,3,49.2878637951194,-123.124170335692,RAIN 
vancouver/118597,BUTE AND MELVILLE,118597,Tuesday July 08 2003,16:25-17:25,21,198,,139,528,272,,254,40,,0,,74,219,111,149,10,10,9,3,49.2878637951194,-123.124170335692,RAIN 
vancouver/118597,BUTE AND MELVILLE,118597,Wednesday June 25 1997,07:00-09:00,55,235,,157,381,178,,487,35,,,,171,298,150,125,5,11,17,1,49.2878637951194,-123.124170335692,CLOUDY 
vancouver/118597,BUTE AND MELVILLE,118597,Wednesday June 25 1997,07:55-08:55,34,125,,93,177,90,,293,23,,,,97,175,82,73,3,9,10,0,49.2878637951194,-123.124170335692,CLOUDY 
vancouver/118597,BUTE AND MELVILLE,118597,Wednesday June 25 1997,15:30-17:30,39,389,,260,1004,412,,621,55,,,,137,263,180,191,22,19,16,2,49.2878637951194,-123.124170335692,CLOUDY 
vancouver/118597,BUTE AND MELVILLE,118597,Wednesday June 25 1997,16:25-17:25,21,223,,150,539,231,,323,37,,,,80,159,99,107,12,12,8,1,49.2878637951194,-123.124170335692,CLOUDY 
vancouver/118597,BUTE AND MELVILLE,118597,Wednesday March 07 2007,07:00-09:00,19,166,,87,337,206,,360,19,,0,,64,224,224,67,,4,6,,49.2878637951194,-123.124170335692,RAIN 
vancouver/118597,BUTE AND MELVILLE,118597,Wednesday March 07 2007,07:25-08:25,8,89,,46,167,111,,207,12,,0,,30,115,128,32,,3,4,,49.2878637951194,-123.124170335692,RAIN 
vancouver/118597,BUTE AND MELVILLE,118597,Wednesday March 07 2007,15:30-17:30,11,206,,157,653,327,,366,34,,0,,30,255,229,124,5,2,21,,49.2878637951194,-123.124170335692,RAIN 
vancouver/118597,BUTE AND MELVILLE,118597,Wednesday March 07 2007,15:45-16:45,10,109,,85,369,163,,180,22,,0,,15,145,120,63,3,2,8,,49.2878637951194,-123.124170335692,RAIN 
vancouver/118600,BUTE AND GEORGIA,118600,Friday July 11 2003,07:00-09:00,59,301,145,219,1229,2,141,311,79,71,2553,176,396,577,281,245,5,13,53,25,49.2871248600604,-123.125287047959,CLEAR 
vancouver/118600,BUTE AND GEORGIA,118600,Friday July 11 2003,07:55-08:55,31,174,78,148,692,1,75,207,46,40,1329,120,237,381,183,154,2,10,34,13,49.2871248600604,-123.125287047959,CLEAR 
vancouver/118600,BUTE AND GEORGIA,118600,Friday July 11 2003,15:30-17:30,183,588,167,185,2095,6,158,338,162,108,2042,74,550,673,460,601,21,37,17,22,49.2871248600604,-123.125287047959,CLEAR 
vancouver/118600,BUTE AND GEORGIA,118600,Friday July 11 2003,16:15-17:15,93,317,90,89,1072,2,84,176,82,55,1021,39,319,337,240,339,6,19,2,10,49.2871248600604,-123.125287047959,CLEAR 
vancouver/118600,BUTE AND GEORGIA,118600,Friday June 28 1996,07:00-09:00,41,350,87,242,1404,1,163,339,98,156,3509,88,238,503,195,156,9,17,34,16,49.2871248600604,-123.125287047959,CLOUDY 
vancouver/118600,BUTE AND GEORGIA,118600,Friday June 28 1996,07:50-08:50,27,203,60,151,777,0,90,211,61,83,1678,48,149,291,114,87,7,11,23,12,49.2871248600604,-123.125287047959,CLOUDY 
vancouver/118600,BUTE AND GEORGIA,118600,Friday June 28 1996,15:30-17:30,284,540,129,229,2125,4,231,359,133,102,2170,46,467,466,234,330,18,45,22,19,49.2871248600604,-123.125287047959,CLOUDY 
vancouver/118600,BUTE AND GEORGIA,118600,Friday June 28 1996,15:55-16:55,135,285,71,135,1207,1,121,165,65,44,1080,27,243,248,124,150,9,26,10,8,49.2871248600604,-123.125287047959,CLOUDY 
vancouver/118600,BUTE AND GEORGIA,118600,Monday June 20 2005,07:00-09:00,20,344,110,245,1254,,133,272,62,86,3089,107,483,710,285,285,7,7,31,25,49.2871248600604,-123.125287047959,CLEAR 
vancouver/118600,BUTE AND GEORGIA,118600,Monday June 20 2005,07:55-08:55,13,205,64,156,633,,72,188,20,50,1608,63,314,451,173,175,5,3,17,13,49.2871248600604,-123.125287047959,CLEAR 
vancouver/118600,BUTE AND GEORGIA,118600,Monday June 20 2005,15:30-17:30,109,557,107,175,2348,,130,297,114,71,2000,58,650,752,374,688,24,53,15,13,49.2871248600604,-123.125287047959,CLEAR 
vancouver/118600,BUTE AND GEORGIA,118600,Monday June 20 2005,16:25-17:25,57,322,58,79,1210,,68,173,69,44,1084,40,403,424,220,401,11,28,9,7,49.2871248600604,-123.125287047959,CLEAR 
vancouver/118600,BUTE AND GEORGIA,118600,Thursday June 08 2000,07:00-09:00,19,325,133,251,1319,,150,324,68,84,3023,114,243,781,227,241,4,9,22,10,49.2871248600604,-123.125287047959,CLEAR 
