Int_no,Intersection,idDemande,Date,Heure,ND,NTD,NG,ED,ETD,EG,SD,STD,SG,OD,OTD,OG,Piet_N,Piet_E,Piet_S,Piet_O,Cy_N,Cy_E,Cy_S,Cy_O,Lat,Lon,Temps
vancouver/118600,BUTE AND GEORGIA,118600,Thursday June 08 2000,07:55-08:55,12,203,74,173,679,,85,199,35,48,1505,60,190,543,132,177,3,6,15,6,49.2871248600604,-123.125287047959,CLEAR 
vancouver/118600,BUTE AND GEORGIA,118600,Thursday June 08 2000,15:30-17:30,123,543,113,188,2505,,167,309,110,78,1957,101,377,852,334,546,13,35,9,18,49.2871248600604,-123.125287047959,CLEAR 
vancouver/118600,BUTE AND GEORGIA,118600,Thursday June 08 2000,16:25-17:25,81,297,62,89,1284,,91,165,58,33,984,57,188,403,204,340,6,10,5,8,49.2871248600604,-123.125287047959,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Friday August 06 2004,09:30-11:30,65,179,63,153,446,45,79,183,23,79,491,84,66,357,100,187,5,5,11,10,49.2867085005403,-123.125916241752,RAIN 
vancouver/118601,BUTE AND ALBERNI,118601,Friday August 06 2004,10:25-11:25,34,99,36,77,214,28,36,83,15,37,254,41,24,184,63,94,4,2,2,5,49.2867085005403,-123.125916241752,RAIN 
vancouver/118601,BUTE AND ALBERNI,118601,Friday August 06 2004,12:30-14:30,118,263,135,172,514,41,108,224,51,123,609,90,138,833,233,308,2,3,3,4,49.2867085005403,-123.125916241752,RAIN 
vancouver/118601,BUTE AND ALBERNI,118601,Friday August 06 2004,12:35-13:35,57,140,66,81,248,22,69,132,22,53,319,54,89,526,137,168,2,1,1,1,49.2867085005403,-123.125916241752,RAIN 
vancouver/118601,BUTE AND ALBERNI,118601,Thursday July 10 2008,07:00-09:00,123,288,74,123,377,20,27,119,10,33,400,73,186,665,222,193,1,13,19,28,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Thursday July 10 2008,07:55-08:55,74,175,44,60,207,10,4,61,4,17,226,42,133,467,124,114,0,9,11,12,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Thursday July 10 2008,16:00-18:00,152,251,60,210,550,48,113,317,54,56,584,97,254,849,420,538,15,14,11,11,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Thursday July 10 2008,16:55-17:55,94,121,22,107,298,19,57,191,21,25,327,45,147,419,238,325,7,7,6,5,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Thursday October 31 2002,07:00-09:00,85,229,119,142,457,28,118,249,30,45,567,124,134,604,225,268,1,8,20,21,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Thursday October 31 2002,07:45-08:45,50,139,77,83,243,13,63,155,17,32,346,76,80,348,152,158,0,6,12,11,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Thursday October 31 2002,15:30-17:30,174,365,113,156,854,61,91,244,74,64,443,122,174,660,306,482,13,13,9,9,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Thursday October 31 2002,16:25-17:25,116,207,68,74,438,28,44,143,50,34,231,77,117,296,188,308,7,9,2,5,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Tuesday June 18 1996,07:00-09:00,102,251,97,245,481,54,107,263,34,54,494,101,121,584,128,201,12,22,23,36,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Tuesday June 18 1996,07:55-08:55,60,138,45,152,265,33,59,164,22,35,255,56,78,382,70,126,7,11,11,17,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Tuesday June 18 1996,15:30-17:30,200,356,73,330,751,61,148,314,105,93,461,141,216,581,268,428,27,32,26,25,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Tuesday June 18 1996,16:25-17:25,103,207,42,180,394,37,71,145,54,46,239,62,125,338,148,260,14,13,20,13,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Wednesday January 21 2009,07:00-09:00,104,271,82,130,432,22,79,209,23,62,479,87,193,641,261,265,3,13,16,12,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Wednesday January 21 2009,07:55-08:55,62,153,66,81,225,8,36,125,15,28,278,54,124,458,134,192,2,6,8,6,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Wednesday January 21 2009,16:00-18:00,148,264,89,193,593,65,166,500,91,108,597,101,347,937,561,643,19,11,8,21,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Wednesday January 21 2009,16:50-17:50,81,136,45,122,340,31,85,271,52,54,326,55,205,478,303,394,8,7,3,9,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Wednesday July 29 1998,07:00-09:00,98,202,86,199,439,40,90,252,34,44,468,142,140,760,149,190,4,9,43,18,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Wednesday July 29 1998,07:50-08:50,53,118,55,129,237,28,61,166,16,23,266,80,76,460,97,128,2,6,28,10,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Wednesday July 29 1998,15:30-17:30,167,334,80,270,697,61,116,291,79,84,517,152,288,761,389,608,32,27,14,17,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118601,BUTE AND ALBERNI,118601,Wednesday July 29 1998,16:20-17:20,106,188,43,145,371,31,61,158,33,50,280,76,172,449,196,395,20,16,9,7,49.2867085005403,-123.125916241752,CLEAR 
vancouver/118602,BUTE AND ROBSON,118602,Monday July 14 2003,07:00-09:00,67,98,80,177,491,34,13,124,14,23,612,103,515,609,469,253,1,13,22,10,49.2860047424628,-123.126979737144,RAIN 
vancouver/118602,BUTE AND ROBSON,118602,Monday July 14 2003,07:55-08:55,46,60,50,111,274,15,7,86,11,10,356,64,344,410,301,152,0,5,12,8,49.2860047424628,-123.126979737144,RAIN 
vancouver/118602,BUTE AND ROBSON,118602,Monday July 14 2003,15:30-17:30,115,259,110,246,930,64,85,203,52,73,764,76,2713,1904,2742,1158,20,34,22,16,49.2860047424628,-123.126979737144,RAIN 
vancouver/118602,BUTE AND ROBSON,118602,Monday July 14 2003,16:25-17:25,66,164,63,135,520,29,44,110,30,32,367,36,1509,1038,1513,675,7,19,7,10,49.2860047424628,-123.126979737144,RAIN 
vancouver/118602,BUTE AND ROBSON,118602,Monday July 30 2001,07:00-09:00,76,122,88,249,522,35,19,120,28,31,658,84,692,923,617,315,10,35,61,42,49.2860047424628,-123.126979737144,clear 
vancouver/118602,BUTE AND ROBSON,118602,Monday July 30 2001,07:50-08:50,49,75,43,152,294,24,13,75,15,15,357,50,441,550,378,205,8,20,41,22,49.2860047424628,-123.126979737144,clear 
vancouver/118602,BUTE AND ROBSON,118602,Monday July 30 2001,15:30-17:30,107,299,101,221,868,44,43,201,34,95,845,21,3215,2216,3275,1391,50,81,11,30,49.2860047424628,-123.126979737144,clear 
vancouver/118602,BUTE AND ROBSON,118602,Monday July 30 2001,16:25-17:25,47,176,49,107,484,25,25,111,20,55,451,10,1515,1192,1752,805,36,41,5,13,49.2860047424628,-123.126979737144,clear 
vancouver/118602,BUTE AND ROBSON,118602,Thursday April 15 2010,07:00-09:00,119,143,122,143,556,23,52,108,25,6,390,31,598,584,318,347,7,3,39,3,49.2860047424628,-123.126979737144,CLEAR 
vancouver/118602,BUTE AND ROBSON,118602,Thursday April 15 2010,07:55-08:55,70,83,73,86,322,13,27,62,16,1,232,17,370,361,225,219,4,2,25,1,49.2860047424628,-123.126979737144,CLEAR 
vancouver/118602,BUTE AND ROBSON,118602,Thursday April 15 2010,16:00-18:00,71,213,75,176,698,38,66,119,39,75,586,56,2206,1803,2494,1335,1,7,16,7,49.2860047424628,-123.126979737144,CLEAR 
vancouver/118602,BUTE AND ROBSON,118602,Thursday April 15 2010,16:45-17:45,41,124,30,88,380,17,33,58,23,38,320,25,1160,976,1292,719,0,0,7,1,49.2860047424628,-123.126979737144,CLEAR 
vancouver/118602,BUTE AND ROBSON,118602,Tuesday July 25 1995,07:00-09:00,95,108,85,213,651,4,25,114,27,39,580,98,602,645,529,293,1,28,49,28,49.2860047424628,-123.126979737144,CLOUDY 
vancouver/118602,BUTE AND ROBSON,118602,Tuesday July 25 1995,07:55-08:55,51,57,47,132,357,2,14,71,10,21,305,52,384,419,327,167,0,17,27,14,49.2860047424628,-123.126979737144,CLOUDY 
vancouver/118602,BUTE AND ROBSON,118602,Tuesday July 25 1995,15:30-17:30,132,356,158,275,922,6,54,209,58,157,710,65,1985,1354,1450,635,26,50,6,17,49.2860047424628,-123.126979737144,CLOUDY 
vancouver/118602,BUTE AND ROBSON,118602,Tuesday July 25 1995,16:25-17:25,62,226,81,144,490,3,28,118,29,89,340,24,986,649,721,344,21,28,5,9,49.2860047424628,-123.126979737144,CLOUDY 
vancouver/118602,BUTE AND ROBSON,118602,Tuesday May 26 1998,07:00-09:00,107,78,96,244,629,30,12,101,33,34,673,97,648,665,597,342,9,17,26,25,49.2860047424628,-123.126979737144,CLEAR 
vancouver/118602,BUTE AND ROBSON,118602,Tuesday May 26 1998,07:45-08:45,64,44,46,145,346,11,7,63,16,16,355,55,375,379,341,205,5,8,17,15,49.2860047424628,-123.126979737144,CLEAR 
vancouver/118602,BUTE AND ROBSON,118602,Tuesday May 26 1998,15:30-17:30,96,185,117,204,848,44,63,131,51,78,690,73,1628,1145,1488,918,11,28,6,9,49.2860047424628,-123.126979737144,CLEAR 
vancouver/118602,BUTE AND ROBSON,118602,Tuesday May 26 1998,16:20-17:20,46,92,61,126,455,24,34,75,34,35,354,46,844,596,762,540,7,10,2,3,49.2860047424628,-123.126979737144,CLEAR 
vancouver/118607,BUTE AND COMOX,118607,Wednesday December 15 2010,07:00-09:00,2,32,15,24,29,24,26,120,6,4,40,31,133,390,134,178,8,3,21,5,49.2831905196589,-123.131232631951,RAIN 
vancouver/118607,BUTE AND COMOX,118607,Wednesday December 15 2010,07:55-08:55,0,19,7,9,21,19,15,74,2,3,24,18,88,265,82,106,6,0,10,1,49.2831905196589,-123.131232631951,RAIN 
vancouver/118607,BUTE AND COMOX,118607,Wednesday December 15 2010,16:00-18:00,16,60,15,44,67,18,22,74,9,7,37,28,105,446,167,456,20,8,19,6,49.2831905196589,-123.131232631951,RAIN 
vancouver/118607,BUTE AND COMOX,118607,Wednesday December 15 2010,16:40-17:40,7,38,5,20,44,11,13,46,8,4,23,13,60,246,83,236,16,6,8,4,49.2831905196589,-123.131232631951,RAIN 
vancouver/118612,BUTE AND DAVIE,118612,Friday June 13 1997,07:00-09:00,18,3,32,109,592,31,55,19,26,11,887,35,358,302,241,243,10,14,14,15,49.2817831675822,-123.133359299114,CLOUDY 
vancouver/118612,BUTE AND DAVIE,118612,Friday June 13 1997,07:55-08:55,7,3,20,65,305,16,31,11,15,8,469,22,206,189,149,162,7,7,11,10,49.2817831675822,-123.133359299114,CLOUDY 
vancouver/118612,BUTE AND DAVIE,118612,Friday June 13 1997,15:30-17:30,16,6,53,256,1034,49,74,39,42,27,820,52,1263,891,777,711,14,44,19,15,49.2817831675822,-123.133359299114,CLOUDY 
vancouver/118612,BUTE AND DAVIE,118612,Friday June 13 1997,15:55-16:55,10,0,26,132,532,27,40,20,22,12,431,26,633,424,345,333,8,30,9,6,49.2817831675822,-123.133359299114,CLOUDY 
vancouver/118612,BUTE AND DAVIE,118612,Friday November 08 2002,07:00-09:00,19,10,21,113,599,39,44,18,11,23,736,23,251,336,216,170,3,6,10,11,49.2817831675822,-123.133359299114,RAIN 
vancouver/118612,BUTE AND DAVIE,118612,Friday November 08 2002,07:55-08:55,8,2,16,67,357,19,21,12,10,14,399,18,152,222,138,90,3,3,6,7,49.2817831675822,-123.133359299114,RAIN 
vancouver/118612,BUTE AND DAVIE,118612,Friday November 08 2002,15:30-17:30,32,18,73,249,1207,78,72,28,33,39,834,47,529,788,650,871,4,9,1,2,49.2817831675822,-123.133359299114,RAIN 
vancouver/118612,BUTE AND DAVIE,118612,Friday November 08 2002,15:40-16:40,14,6,34,132,596,41,39,16,17,20,430,25,286,382,346,423,1,3,0,0,49.2817831675822,-123.133359299114,RAIN 
vancouver/118612,BUTE AND DAVIE,118612,Monday July 24 1995,07:00-09:00,17,3,25,97,592,36,49,9,19,18,736,35,287,280,186,171,9,18,23,15,49.2817831675822,-123.133359299114,CLOUDY 
vancouver/118612,BUTE AND DAVIE,118612,Monday July 24 1995,07:40-08:40,9,0,15,51,307,19,24,7,12,8,407,25,141,154,91,101,6,12,10,7,49.2817831675822,-123.133359299114,CLOUDY 
vancouver/118612,BUTE AND DAVIE,118612,Monday July 24 1995,15:30-17:30,26,10,40,277,1034,70,80,49,42,27,877,51,1254,874,788,792,56,81,33,45,49.2817831675822,-123.133359299114,CLOUDY 
vancouver/118612,BUTE AND DAVIE,118612,Monday July 24 1995,16:10-17:10,9,6,22,143,548,36,29,26,21,11,461,35,652,471,382,396,34,39,14,20,49.2817831675822,-123.133359299114,CLOUDY 
vancouver/118612,BUTE AND DAVIE,118612,Monday July 31 2000,07:00-09:00,15,1,20,98,549,30,43,14,22,12,687,21,384,292,239,168,12,15,18,5,49.2817831675822,-123.133359299114,clear 
vancouver/118612,BUTE AND DAVIE,118612,Monday July 31 2000,07:50-08:50,13,1,11,53,315,16,25,7,11,8,390,16,213,163,123,105,8,11,12,4,49.2817831675822,-123.133359299114,clear 
vancouver/118612,BUTE AND DAVIE,118612,Monday July 31 2000,15:30-17:30,28,16,34,221,1030,62,73,44,54,35,858,41,1319,826,938,795,42,51,17,20,49.2817831675822,-123.133359299114,clear 
vancouver/118612,BUTE AND DAVIE,118612,Monday July 31 2000,16:10-17:10,16,9,19,113,535,26,44,25,28,16,407,20,647,420,455,399,22,24,9,10,49.2817831675822,-123.133359299114,clear 
vancouver/119589,THURLOW ST AND W CORDOVA ST,119589,Thursday March 31 2011,07:00-09:00,34,52,2,19,250,255,55,33,16,44,346,57,178,161,138,111,3,11,7,31,49.2883589806411,-123.119139467411,CLOUDY 
vancouver/119589,THURLOW ST AND W CORDOVA ST,119589,Thursday March 31 2011,07:55-08:55,20,31,2,12,156,156,32,20,8,30,227,32,113,94,93,75,2,7,3,20,49.2883589806411,-123.119139467411,CLOUDY 
vancouver/119589,THURLOW ST AND W CORDOVA ST,119589,Thursday March 31 2011,16:00-18:00,133,224,45,64,534,281,215,144,43,125,416,118,393,602,194,445,11,43,11,13,49.2883589806411,-123.119139467411,CLOUDY 
vancouver/119589,THURLOW ST AND W CORDOVA ST,119589,Thursday March 31 2011,16:40-17:40,80,125,21,33,276,161,117,75,19,45,206,64,184,306,93,248,8,27,5,7,49.2883589806411,-123.119139467411,CLOUDY 
vancouver/119589,THURLOW ST AND W CORDOVA ST,119589,Wednesday January 28 2009,07:00-09:00,,,,,220,223,109,,27,54,344,,264,99,77,78,1,8,1,6,49.2883589806411,-123.119139467411,CLEAR 
vancouver/119589,THURLOW ST AND W CORDOVA ST,119589,Wednesday January 28 2009,07:55-08:55,,,,,124,116,70,,16,29,188,,149,48,37,47,1,3,0,2,49.2883589806411,-123.119139467411,CLEAR 
vancouver/119589,THURLOW ST AND W CORDOVA ST,119589,Wednesday January 28 2009,16:00-18:00,,,,,433,210,131,,43,147,394,,418,194,203,102,,24,2,24,49.2883589806411,-123.119139467411,CLEAR 
vancouver/119589,THURLOW ST AND W CORDOVA ST,119589,Wednesday January 28 2009,16:50-17:50,,,,,251,122,90,,23,76,221,,241,84,107,52,,8,1,14,49.2883589806411,-123.119139467411,CLEAR 
vancouver/119590,THURLOW AND HASTINGS,119590,Monday July 23 2001,07:00-09:00,,,,,896,405,210,0,43,55,541,,688,9,256,492,,28,27,34,49.2879333983664,-123.119783775682,CLOUDY 
vancouver/119590,THURLOW AND HASTINGS,119590,Monday July 23 2001,07:55-08:55,,,,,480,241,116,0,22,41,309,,422,3,178,276,,12,18,19,49.2879333983664,-123.119783775682,CLOUDY 
vancouver/119590,THURLOW AND HASTINGS,119590,Monday July 23 2001,15:30-17:30,,,,,1005,433,236,1,60,271,800,,1086,28,360,641,4,51,22,42,49.2879333983664,-123.119783775682,CLOUDY 
vancouver/119590,THURLOW AND HASTINGS,119590,Monday July 23 2001,16:25-17:25,,,,,532,237,136,1,32,163,373,,635,3,187,368,1,29,9,21,49.2879333983664,-123.119783775682,CLOUDY 
vancouver/119590,THURLOW AND HASTINGS,119590,Tuesday April 14 2009,07:00-09:00,54,247,30,43,418,128,125,64,44,83,412,17,365,272,195,396,17,9,8,33,49.2879333983664,-123.119783775682,CLEAR 
vancouver/119590,THURLOW AND HASTINGS,119590,Tuesday April 14 2009,07:55-08:55,25,142,21,26,245,72,78,37,20,56,254,10,263,177,133,279,9,4,3,19,49.2879333983664,-123.119783775682,CLEAR 
vancouver/119590,THURLOW AND HASTINGS,119590,Tuesday April 14 2009,16:00-18:00,35,349,34,56,570,248,113,126,43,171,407,20,548,435,260,499,19,31,24,21,49.2879333983664,-123.119783775682,CLEAR 
vancouver/119590,THURLOW AND HASTINGS,119590,Tuesday April 14 2009,16:30-17:30,21,197,17,36,300,156,62,67,20,111,213,11,345,283,161,314,5,18,13,12,49.2879333983664,-123.119783775682,CLEAR 
vancouver/119592,THURLOW AND PENDER,119592,Thursday June 27 1996,07:00-09:00,49,259,49,136,512,144,309,79,20,314,1575,140,321,505,621,350,16,31,17,60,49.2875203293589,-123.120406926923,CLOUDY 
vancouver/119592,THURLOW AND PENDER,119592,Thursday June 27 1996,07:55-08:55,30,155,24,90,287,85,182,47,11,187,859,81,205,319,380,226,6,18,12,37,49.2875203293589,-123.120406926923,CLOUDY 
vancouver/119592,THURLOW AND PENDER,119592,Thursday June 27 1996,15:30-17:30,150,513,51,89,873,206,393,114,58,249,1223,80,436,561,896,460,31,70,52,91,49.2875203293589,-123.120406926923,CLOUDY 
vancouver/119592,THURLOW AND PENDER,119592,Thursday June 27 1996,16:25-17:25,74,301,23,45,487,109,218,63,39,133,656,45,251,330,505,289,10,32,24,47,49.2875203293589,-123.120406926923,CLOUDY 
vancouver/119592,THURLOW AND PENDER,119592,Tuesday July 15 2003,07:00-09:00,50,322,39,138,418,153,312,77,26,300,1418,82,745,650,753,727,20,52,7,41,49.2875203293589,-123.120406926923,CLEAR 
vancouver/119592,THURLOW AND PENDER,119592,Tuesday July 15 2003,07:50-08:50,30,182,23,90,240,103,186,44,15,183,766,47,460,421,468,499,11,29,4,26,49.2875203293589,-123.120406926923,CLEAR 
vancouver/119592,THURLOW AND PENDER,119592,Tuesday July 15 2003,15:30-17:30,89,571,70,83,935,182,492,103,78,253,1200,54,719,820,982,767,26,58,40,47,49.2875203293589,-123.120406926923,CLEAR 
vancouver/119592,THURLOW AND PENDER,119592,Tuesday July 15 2003,16:25-17:25,43,338,35,36,518,100,300,63,46,126,653,17,403,493,497,421,16,31,13,14,49.2875203293589,-123.120406926923,CLEAR 
vancouver/119592,THURLOW AND PENDER,119592,Tuesday July 31 2001,07:00-09:00,55,355,73,123,521,153,281,82,14,232,1386,44,654,544,657,532,15,60,10,70,49.2875203293589,-123.120406926923,cloudy 
vancouver/119592,THURLOW AND PENDER,119592,Tuesday July 31 2001,07:45-08:45,32,178,40,75,307,83,145,42,5,144,815,26,416,331,379,324,11,39,5,52,49.2875203293589,-123.120406926923,cloudy 
vancouver/119592,THURLOW AND PENDER,119592,Tuesday July 31 2001,15:30-17:30,77,491,104,123,521,153,281,82,14,243,1467,56,589,544,657,652,41,60,10,73,49.2875203293589,-123.120406926923,cloudy 
vancouver/119592,THURLOW AND PENDER,119592,Tuesday July 31 2001,16:20-17:20,46,263,65,72,303,84,147,46,5,126,841,35,299,332,425,371,16,39,6,37,49.2875203293589,-123.120406926923,cloudy 
vancouver/119597,THURLOW AND MELVILLE,119597,Tuesday August 12 2003,07:00-09:00,180,421,,501,1043,891,,0,,,0,,801,901,513,512,10,21,10,2,49.2864633885217,-123.122005396224,CLEAR 
vancouver/119597,THURLOW AND MELVILLE,119597,Tuesday August 12 2003,07:55-08:55,101,266,,281,632,554,,0,,,0,,498,616,343,343,7,11,5,2,49.2864633885217,-123.122005396224,CLEAR 
vancouver/119597,THURLOW AND MELVILLE,119597,Tuesday August 12 2003,15:30-17:30,84,1103,,333,1322,1107,,0,,,0,,766,971,1135,829,54,53,35,8,49.2864633885217,-123.122005396224,CLEAR 
vancouver/119597,THURLOW AND MELVILLE,119597,Tuesday August 12 2003,16:25-17:25,53,618,,147,728,587,,0,,,0,,428,559,648,451,31,24,11,5,49.2864633885217,-123.122005396224,CLEAR 
vancouver/119597,THURLOW AND MELVILLE,119597,Wednesday July 03 1996,07:00-09:00,173,448,,611,1016,873,,0,,,0,,757,735,513,340,3,43,8,1,49.2864633885217,-123.122005396224,CLOUDY 
vancouver/119597,THURLOW AND MELVILLE,119597,Wednesday July 03 1996,07:55-08:55,95,256,,350,562,489,,0,,,0,,422,419,319,219,3,27,5,1,49.2864633885217,-123.122005396224,CLOUDY 
vancouver/119597,THURLOW AND MELVILLE,119597,Wednesday July 03 1996,15:30-17:30,127,1237,,330,1507,1060,,0,,,0,,698,758,698,530,50,76,23,5,49.2864633885217,-123.122005396224,CLOUDY 
vancouver/119597,THURLOW AND MELVILLE,119597,Wednesday July 03 1996,16:25-17:25,65,744,,155,796,569,,0,,,0,,363,397,410,332,24,40,12,3,49.2864633885217,-123.122005396224,CLOUDY 
vancouver/119597,THURLOW AND MELVILLE,119597,Wednesday May 10 2000,07:00-09:00,155,451,,598,984,880,,0,,,0,,767,764,548,471,11,22,3,4,49.2864633885217,-123.122005396224,rain 
vancouver/119597,THURLOW AND MELVILLE,119597,Wednesday May 10 2000,07:50-08:50,88,262,,319,533,498,,0,,,0,,488,486,353,291,9,11,1,1,49.2864633885217,-123.122005396224,rain 
vancouver/119597,THURLOW AND MELVILLE,119597,Wednesday May 10 2000,15:30-17:30,123,1119,,340,1308,1082,,0,,,0,,504,841,533,619,32,38,18,19,49.2864633885217,-123.122005396224,rain 
vancouver/119597,THURLOW AND MELVILLE,119597,Wednesday May 10 2000,16:25-17:25,53,631,,190,687,590,,0,,,0,,243,487,288,367,13,12,9,13,49.2864633885217,-123.122005396224,rain 
vancouver/119600,THURLOW AND GEORGIA,119600,Monday August 21 2000,07:00-09:00,85,935,234,,1337,,,0,,648,2509,,913,1257,582,983,12,12,3,15,49.2857244914747,-123.12312337392,CLEAR 
vancouver/119600,THURLOW AND GEORGIA,119600,Monday August 21 2000,07:45-08:45,41,528,138,,716,,,0,,339,1304,,601,775,349,623,7,9,2,10,49.2857244914747,-123.12312337392,CLEAR 
vancouver/119600,THURLOW AND GEORGIA,119600,Monday August 21 2000,15:30-17:30,123,1382,221,,2419,,,0,,456,2152,,991,1336,967,1167,38,69,6,19,49.2857244914747,-123.12312337392,CLEAR 
vancouver/119600,THURLOW AND GEORGIA,119600,Monday August 21 2000,16:25-17:25,55,816,128,,1246,,,0,,227,1114,,561,716,559,641,16,27,3,8,49.2857244914747,-123.12312337392,CLEAR 
vancouver/119600,THURLOW AND GEORGIA,119600,Monday July 10 1995,07:00-09:00,105,895,221,,1487,,,0,,687,2553,,794,0,454,626,24,29,17,17,49.2857244914747,-123.12312337392,RAIN 
vancouver/119600,THURLOW AND GEORGIA,119600,Monday July 10 1995,07:45-08:45,53,471,123,,839,,,0,,359,1337,,429,0,261,373,12,11,10,9,49.2857244914747,-123.12312337392,RAIN 
vancouver/119600,THURLOW AND GEORGIA,119600,Monday July 10 1995,15:30-17:30,273,1740,352,,2627,,,0,,430,2313,,1165,1377,615,1124,110,75,19,57,49.2857244914747,-123.12312337392,RAIN 
vancouver/119600,THURLOW AND GEORGIA,119600,Monday July 10 1995,16:25-17:25,162,989,203,,1333,,,0,,219,1145,,676,807,350,691,65,34,13,27,49.2857244914747,-123.12312337392,RAIN 
vancouver/119600,THURLOW AND GEORGIA,119600,Thursday July 17 2003,07:00-09:00,94,901,153,,1435,7,,0,,549,2362,,889,1346,578,1175,17,30,3,20,49.2857244914747,-123.12312337392,CLEAR 
vancouver/119600,THURLOW AND GEORGIA,119600,Thursday July 17 2003,07:55-08:55,47,501,93,,788,3,,0,,277,1227,,574,829,351,841,15,16,3,10,49.2857244914747,-123.12312337392,CLEAR 
vancouver/119600,THURLOW AND GEORGIA,119600,Thursday July 17 2003,15:30-17:30,216,1973,332,,2468,2,,0,,469,2090,,1020,1742,956,1482,75,43,15,34,49.2857244914747,-123.12312337392,CLEAR 
